Time,Response
0.0,0.0
0.0,0.0
10.0,0.0
10.0,0.0
11.608767070073355,0.0
12.94574000543274,0.0
21.425242510581086,0.0
21.608767070073355,0.0
22.94574000543274,0.0
24.202366430491725,0.0
30.748422968060297,0.0
32.94574000543274,0.0
33.6068016042049,0.0
34.20236643049172,0.0
41.66994920957179,0.0
42.94574000543274,0.0
44.20236643049172,0.0
45.40817193267469,0.0
52.94574000543274,0.0
54.093036955315036,0.0
54.14159335253267,0.0
55.40817193267469,0.0
62.82732134559202,0.0
64.09303695531503,0.0
65.11286794356866,0.0
65.40817193267469,0.0
74.03061038137267,0.0
74.09303695531503,0.0
74.34984799146216,0.0
75.40817193267469,0.0
83.78160576074843,0.0
84.09303695531503,0.0
84.43969754133637,0.0
85.40817193267469,0.0
94.43969754133637,0.0
95.19329896296863,0.0
95.40817193267469,0.0
95.53157635881489,0.0
105.40817193267469,0.0
105.53157635881489,0.0
106.21706406952794,0.0
107.32887830312619,0.0
114.88678266457644,0.0
116.21706406952794,0.0
117.32887830312619,0.0
119.69644726309853,0.0
123.97858481176063,0.0
126.21706406952794,0.0
129.69644726309855,0.0
132.52203533672366,0.0
132.64259346992958,0.0
136.21706406952794,0.0
142.64259346992958,0.0
142.98515581794783,0.0
143.34657421310203,0.0
146.21706406952794,0.0
152.98515581794783,0.0
154.44806720257878,0.0
154.48434596989193,0.0
156.21706406952794,0.0
164.48434596989193,0.0
165.7620675638302,0.0
166.21706406952794,0.0
166.84060510575813,0.0
176.21706406952794,0.0
176.84060510575813,0.0
178.40898615435236,0.0
179.13605749314786,0.0
188.11936460351893,0.0
188.40898615435236,0.0
189.13605749314786,0.0
189.28659310218438,0.0
198.90465152152822,0.0
199.13605749314786,0.0
199.2855838255584,0.0
199.28659310218438,0.0
209.03013611922017,0.0
209.13605749314786,0.0
209.28659310218438,0.0
211.4794546090415,0.0
218.95164013015574,0.0
219.13605749314786,0.0
221.4794546090415,0.0
221.52083927352075,0.0
228.70544121039427,0.0
229.13605749314786,0.0
231.43270476314459,0.0
231.52083927352075,0.0
238.01609093301482,0.0
241.43270476314459,0.0
241.52083927352075,0.0
242.4999725927507,0.0
247.96581182910418,0.0
251.52083927352075,0.0
252.4999725927507,0.0
255.3829115700634,0.0
257.249876884474,0.0
261.5208392735208,0.0
263.9712410031497,0.0
265.3829115700634,0.0
268.37202382963693,0.0
271.25528965680087,0.0
