Time,Response
0.0,0.0
0.0,0.0
9.54397448691303,0.0
10.0,0.0
10.0,0.0
10.532026522800063,0.0
19.24914248144583,0.0
20.0,0.0
20.532026522800063,0.0
22.52717711666184,0.0
26.761218469858157,0.0
30.532026522800063,0.0
32.52717711666184,0.0
33.85694414147441,0.0
38.99840265719096,0.0
40.53202652280007,0.0
41.11334119560951,0.0
43.85694414147441,0.0
49.632122258650625,0.0
50.53202652280007,0.0
52.314502402659414,0.0
53.85694414147441,0.0
57.36760388686495,0.0
59.54287182740877,0.0
60.53202652280007,0.0
63.85694414147441,0.0
65.95118957039435,0.0
68.72182289113597,0.0
70.53202652280007,0.0
73.8569441414744,0.0
76.2949148352803,0.0
76.76716089363211,0.0
80.53202652280007,0.0
83.8569441414744,0.0
88.49011403896812,0.0
89.40403429780045,0.0
90.53202652280007,0.0
93.8569441414744,0.0
99.96588780319004,0.0
100.53202652280007,0.0
102.19039713976623,0.0
103.8569441414744,0.0
107.60069611844253,0.0
110.53202652280007,0.0
113.8569441414744,0.0
114.57990329587506,0.0
116.90362921676368,0.0
120.53202652280007,0.0
124.57990329587506,0.0
127.57951045273836,0.0
129.1335569138033,0.0
130.53202652280007,0.0
135.3677372885918,0.0
137.57951045273836,0.0
140.53202652280007,0.0
142.10686412091766,0.0
145.1631317989027,0.0
147.57951045273836,0.0
151.14534608421712,0.0
152.10686412091766,0.0
157.57951045273836,0.0
157.70520882990195,0.0
162.10686412091766,0.0
163.82256467395467,0.0
167.70520882990195,0.0
170.26315195065058,0.0
173.82256467395467,0.0
176.56705119510573,0.0
177.6086876278382,0.0
180.26315195065058,0.0
186.56705119510573,0.0
187.7437255785933,0.0
189.46168629217743,0.0
190.26315195065058,0.0
198.70993082222668,0.0
199.46168629217743,0.0
200.26315195065058,0.0
202.3880444040453,0.0
210.26315195065058,0.0
210.37047156234678,0.0
211.70948612467296,0.0
212.3880444040453,0.0
220.37047156234678,0.0
221.348303777447,0.0
222.3880444040453,0.0
222.93319117261822,0.0
229.5324935592035,0.0
232.05620720635125,0.0
232.3880444040453,0.0
232.93319117261822,0.0
239.5573438071003,0.0
242.3880444040453,0.0
242.93319117261822,0.0
244.46334490119332,0.0
248.21552229144677,0.0
252.3880444040453,0.0
253.11736402155273,0.0
254.46334490119332,0.0
260.75188732332913,0.0
261.1575241421646,0.0
262.38804440404533,0.0
264.4633449011933,0.0
268.34516204287877,0.0
