Time,Response
0.0,0.0
0.0,0.0
8.783231449616416,0.0
10.0,0.0
10.0,0.0
11.546940648244444,0.0
19.68836562869608,0.0
20.0,0.0
21.546940648244444,0.0
22.00933130956615,0.0
30.0,0.0
32.00933130956615,0.0
32.29732377884941,0.0
32.34481421143134,0.0
41.95125590438373,0.0
42.29732377884941,0.0
42.34481421143134,0.0
44.889183018927675,0.0
49.718688135067865,0.0
52.34481421143134,0.0
54.889183018927675,0.0
57.650787843351644,0.0
62.29983203862196,0.0
62.34481421143134,0.0
67.65078784335165,0.0
67.68319131061703,0.0
72.34481421143134,0.0
74.9181219519264,0.0
74.95099135653192,0.0
77.68319131061703,0.0
84.0634197815859,0.0
84.37861628050601,0.0
84.9181219519264,0.0
87.68319131061703,0.0
92.15582257345189,0.0
93.53510278247234,0.0
94.9181219519264,0.0
97.68319131061703,0.0
104.236069418728,0.0
104.32060937508012,0.0
104.9181219519264,0.0
107.68319131061703,0.0
112.5060531895526,0.0
114.9181219519264,0.0
116.13162258317763,0.0
117.68319131061703,0.0
120.37931320244483,0.0
124.9181219519264,0.0
126.70578273032174,0.0
127.68319131061703,0.0
133.2075107970748,0.0
134.9181219519264,0.0
135.91978185271398,0.0
137.68319131061702,0.0
142.02506240162796,0.0
144.3844123607526,0.0
144.9181219519264,0.0
147.68319131061702,0.0
151.6753606201748,0.0
151.89162667010214,0.0
154.9181219519264,0.0
157.68319131061702,0.0
161.77811086921662,0.0
163.05317861824983,0.0
164.9181219519264,0.0
167.68319131061702,0.0
170.23302552574134,0.0
170.83650648980327,0.0
174.9181219519264,0.0
177.68319131061702,0.0
178.4947971227856,0.0
181.90057204531809,0.0
184.9181219519264,0.0
187.49110231959605,0.0
187.68319131061702,0.0
191.9146552378739,0.0
194.9181219519264,0.0
197.27812460728234,0.0
197.68319131061702,0.0
199.70316283568826,0.0
201.46495123777692,0.0
204.9181219519264,0.0
207.5446821399319,0.0
207.68319131061702,0.0
209.2920836877371,0.0
214.9181219519264,0.0
217.68319131061702,0.0
218.02061862592066,0.0
219.12167493962278,0.0
224.9181219519264,0.0
226.5730956416922,0.0
228.02061862592066,0.0
229.6855702618699,0.0
234.9181219519264,0.0
237.44301404414236,0.0
239.42236106821207,0.0
239.6855702618699,0.0
244.9181219519264,0.0
248.66343722154005,0.0
249.45464439918223,0.0
249.6855702618699,0.0
254.9181219519264,0.0
258.9699773179233,0.0
