Time,Response
0.0,0.0
0.0,0.0
7.7853999942429954,0.0
9.457952968253178,0.0
10.0,0.0
10.0,0.0
19.7732877865065,0.0
20.0,0.0
20.0,0.0
20.672611697726094,0.0
29.743214127606418,0.0
30.0,0.0
30.672611697726094,0.0
30.776884189184457,0.0
38.838313690050995,0.0
39.222632718990795,0.0
40.6726116977261,0.0
40.77688418918446,0.0
48.14210486660997,0.0
49.345029705997405,0.0
50.6726116977261,0.0
50.77688418918446,0.0
57.81341939286825,0.0
60.6726116977261,0.0
60.77688418918446,0.0
61.771279486726925,0.0
67.29294390497812,0.0
70.77688418918446,0.0
71.77127948672693,0.0
72.41401049840823,0.0
78.57867299869704,0.0
80.77688418918446,0.0
82.41401049840823,0.0
83.06811619453725,0.0
88.05755001819568,0.0
90.77688418918446,0.0
93.06811619453725,0.0
95.91086442744614,0.0
98.1660877102427,0.0
100.77688418918446,0.0
105.91086442744614,0.0
108.45376422962885,0.0
108.79779015983334,0.0
110.77688418918446,0.0
118.79779015983334,0.0
120.77688418918446,0.0
120.9039799673973,0.0
121.02337526361472,0.0
129.7665999096335,0.0
130.9039799673973,0.0
131.02337526361472,0.0
131.99983004607685,0.0
137.85005104164898,0.0
140.9039799673973,0.0
141.99983004607685,0.0
143.89768093016644,0.0
145.03792851527123,0.0
150.9039799673973,0.0
152.19232660695653,0.0
152.97529395891226,0.0
153.89768093016644,0.0
160.9039799673973,0.0
163.2575358143844,0.0
163.73251731467766,0.0
163.89768093016644,0.0
170.9039799673973,0.0
172.13100488320427,0.0
173.2804982458447,0.0
173.89768093016644,0.0
180.35616250647658,0.0
180.9039799673973,0.0
183.89036426185044,0.0
183.89768093016644,0.0
190.9039799673973,0.0
192.61152879323708,0.0
193.89768093016644,0.0
195.01431333265216,0.0
195.52665376502262,0.0
200.97354282634757,0.0
202.61152879323708,0.0
205.52665376502262,0.0
208.10424979063512,0.0
211.5717775565056,0.0
212.61152879323708,0.0
218.10424979063512,0.0
219.52823567664745,0.0
221.9305609469737,0.0
222.61152879323708,0.0
229.27191582466804,0.0
229.52823567664745,0.0
232.61152879323708,0.0
233.59821786464113,0.0
237.4346019678013,0.0
239.52823567664745,0.0
243.59821786464113,0.0
244.79376073038998,0.0
247.17760320995103,0.0
249.52823567664745,0.0
254.79376073038998,0.0
256.98449924542854,0.0
257.7729037312951,0.0
259.52823567664745,0.0
265.9915144120791,0.0
